Day,Month,Year,Time of Call,Incident Number,X Coordinate,Y Coordinate,Unitary Authority,Ward,Origin of Call,Incident Category,Property Category,Property Type,Is Primary Fire,Cause of Fire,Is Property Derelict?,Is Property Occupied at the Incident?,Property Normally Occupied?,Is Fire Confined to Chimney?,How Fire Was Discovered?,Main Cause of Fire,Ignition Source,Ignition Source Powered,Item First Damaged,Item Responsible for Spread of Fire,Main action by Other Than FRS,Main Action by FRS,Special Service Type,Road Traffic Collision,False Alarm Reason,Victims Involved?,Were Alarm Systems Present?,No. of fatalities,No. of fire fatalities,No. of injuries,No. of rescues
12,July,2014,23:27:03,006348-12072014,355***,176***,BRISTOL,STOKE BISHOP,Person (land line),Fire,RoadVehicle,Road Vehicle > Van,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Fuel/chemical related -> Liquids; petrol/oil related ,Not applicable,Structural/Fixtures/Fittings External –> Other,Structural/Fixtures/Fittings External –> Other,None,,,no,,no,,,,,
13,July,2014,00:40:53,006352-13072014,359***,173***,BRISTOL,CABOT,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Large refuse/rubbish container (e.g. skip),no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
13,July,2014,00:58:10,006353-13072014,371***,181***,S GLOS,DODINGTON,Person (land line),False Alarm,OutdoorStructure,Outdoor > Outdoor equipment and machinery > Barbeque,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
13,July,2014,01:27:22,006354-13072014,371***,183***,S GLOS,YATE WEST,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Hedge",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
13,July,2014,03:14:42,006356-13072014,355***,177***,BRISTOL,KINGSWESTON,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Fuel/chemical related -> Liquids; petrol/oil related ,Not applicable,Structural/Fixtures/Fittings External –> Other,Structural/Fixtures/Fittings External –> Other,None,,,no,,no,,,,,
13,July,2014,06:06:45,006362-13072014,372***,182***,S GLOS,YATE NORTH,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Retail > Large supermarket,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: sprinkler > Faulty,no,,,,,
13,July,2014,05:55:43,006361-13072014,360***,168***,BRISTOL,WHITCHURCH PARK,Ambulance,Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Medical Incident - First responder, Other",no,,yes,,0,0,2,0
13,July,2014,07:41:56,006364-13072014,361***,175***,BRISTOL,EASTON,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Power surge,no,,,,,
13,July,2014,07:43:34,006365-13072014,364***,178***,S GLOS,WINTERBOURNE,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Extrication of person/s",yes,,yes,,0,0,0,1
13,July,2014,08:32:35,006409-13072014,360***,178***,BRISTOL,HORFIELD,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Steam,no,,,,,
13,July,2014,09:01:56,006410-13072014,363***,175***,BRISTOL,HILLFIELDS,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
13,July,2014,08:05:53,006384-13072014,360***,175***,BRISTOL,ASHLEY,Person (mobile),Fire,RoadVehicle,Road Vehicle > Caravan unspecified,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Structural/Fixtures/Fittings External –> External fittings,None,,,no,,no,,,,,
13,July,2014,11:00:16,006417-13072014,367***,153***,BANES,WESTFIELD,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Warehouses and bulk storage > Warehouse,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Animal > Accidentally/carelessly set off,no,,,,,
13,July,2014,11:06:20,006418-13072014,360***,172***,BRISTOL,WINDMILL HILL,Person (land line),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
13,July,2014,11:37:58,006419-13072014,344***,164***,N SOM,CONGRESBURY,Ambulance,Special Service,RoadVehicle,Road Vehicle > Multiple Vehicles,,,,,,,,,,,,,,,"RTC, Extrication of person/s",yes,,no,,,,,
13,July,2014,13:47:37,006422-13072014,376***,167***,BANES,LAMBRIDGE,Person (mobile),Fire,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental,Cooking appliance -> Cooker incl oven,Electric,Food -> Cooking oil or fat,Structural/Fixtures/Fitting s – Internal -> Internal fittings,Fuel supply disconnected,None -> No firefighting,,no,,yes,yes,0,0,2,0
13,July,2014,14:42:39,006424-13072014,360***,181***,S GLOS,PATCHWAY,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Smoking,no,,,,,
13,July,2014,07:58:38,006369-13072014,360***,174***,BRISTOL,ASHLEY,Person (land line),Fire,RoadVehicle,Road Vehicle > Towing caravan elsewhere (not on tow),yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,"Naked flame -> Lighted paper or card, or other naked flame ",Not applicable,Furniture/Furnishings - Bed/Mattress 12 Upholstered furniture,Structural/Fixtures/Fitting s – Internal -> Internal fittings,None,,,no,,no,,,,,
13,July,2014,15:29:47,006427-13072014,358***,176***,BRISTOL,HENLEAZE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
13,July,2014,17:08:43,006431-13072014,366***,179***,S GLOS,WINTERBOURNE,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
13,July,2014,16:44:13,006429-13072014,376***,166***,BANES,WALCOT,Person (mobile),Special Service,OutdoorStructure,Outdoor > Outdoor equipment and machinery > Other outdoor equipment/machinery,,,,,,,,,,,,,,,"Hazardous Materials incident, Class 6: Toxic Materials, No containment required",no,,no,,,,,
13,July,2014,17:16:47,006432-13072014,374***,162***,BANES,ODD DOWN,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
13,July,2014,17:42:25,006435-13072014,366***,179***,S GLOS,BOYD VALLEY,Person (mobile),False Alarm,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Vehicle,no,,,,,
13,July,2014,17:49:09,006437-13072014,375***,166***,BANES,WALCOT,Person (mobile),Fire,NonResidential,Building > Non Residential > Entertainment and culture > Community centre/Village or Parish Hall,yes,Deliberate – others property,no,no,Yes - occupied,no,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Spread from secondary fire ,Not applicable,Structural/Fixtures/Fittings External –> External fittings,"Foam, rubber, plastic -> Plastic – raw material only",None,,,no,,no,no,,,,
13,July,2014,18:50:40,006451-13072014,359***,182***,S GLOS,PATCHWAY,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
13,July,2014,20:52:04,006452-13072014,361***,179***,S GLOS,FILTON,Person (land line),Fire,Dwelling,Building > Dwelling > Self contained Sheltered Housing,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Careless handling - due to careless disposal,Smoking Related -> Smoking materials ,Not applicable,Paper/Cardboard -> Paper/Cardboard,Paper/Cardboard -> Paper/Cardboard,Other,None -> No firefighting,,no,,no,yes,,,,
13,July,2014,21:53:48,006455-13072014,363***,176***,BRISTOL,FROME VALE,AFA from call centre,Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,"Lift Release, For able bodied person not in distress",no,,no,,,,,
13,July,2014,21:47:51,006453-13072014,360***,177***,BRISTOL,HORFIELD,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Sporting venues > Gym,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: flame > Faulty,no,,,,,
13,July,2014,22:34:59,006456-13072014,364***,190***,S GLOS,THORNBURY SOUTH,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
13,July,2014,23:01:33,006457-13072014,360***,169***,BRISTOL,HENGROVE,Person (mobile),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Heathland or moorland",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
13,July,2014,23:15:38,006458-13072014,333***,164***,N SOM,KEWSTOKE,Person (land line),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make vehicle safe",yes,,no,,,,,
14,July,2014,00:06:12,006460-14072014,360***,173***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,OtherResidential,Building > Other Residential > Hotel/motel,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Chemicals/aerosols,no,,,,,
14,July,2014,00:26:44,006461-14072014,363***,176***,BRISTOL,FROME VALE,AFA from call centre,False Alarm,OtherResidential,Building > Other Residential > Other Residential Home,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
14,July,2014,01:06:27,006462-14072014,359***,172***,BRISTOL,CABOT,Person (mobile),Fire,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 10 or more storeys,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Careless handling - due to sleep or unconsciousness,Cooking appliance -> Ring/hot plate (separate appliance),Electric,Food -> Cooking oil or fat,Food -> Cooking oil or fat,None,Small means -> Smothering – use of fire blanket,,no,,no,yes,,,,
14,July,2014,02:37:16,006463-14072014,364***,173***,S GLOS,WOODSTOCK,Person (mobile),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Reported incident/Location not found,no,,,,,
14,July,2014,03:15:50,006464-14072014,360***,169***,BRISTOL,HENGROVE,Person (land line),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – others property,no,,,,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,None,,,no,,no,,,,,
14,July,2014,08:54:27,006472-14072014,359***,173***,BRISTOL,CABOT,Person (land line),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Park,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Reported incident/Location not found,no,,,,,
14,July,2014,09:28:44,006473-14072014,359***,178***,BRISTOL,HORFIELD,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Fumes/heat haze,no,,,,,
14,July,2014,10:14:48,006478-14072014,361***,183***,S GLOS,BRADLEY STOKE BOWSLAND,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,09:58:58,006475-14072014,373***,166***,BANES,NEWBRIDGE,AFA from call centre,Fire,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,yes,Deliberate – others property,no,yes,Yes - occupied,no,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Not known,Not known,Clothing/Textiles  -> Clothing,Clothing/Textiles  -> Other textiles,Fire extinguisher,Portable extinguishers -> C02 (carbon dioxide) -> mobile unit,,no,,no,yes,,,,
14,July,2014,10:53:10,006484-14072014,371***,183***,S GLOS,YATE WEST,Ambulance,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Wash down road",yes,,no,,,,,
14,July,2014,10:48:29,006480-14072014,331***,162***,N SOM,WESTON-SUPER-MARE WEST,Police,Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,10:30:18,006479-14072014,358***,173***,BRISTOL,CABOT,Other,Special Service,NonResidential,Building > Non Residential > Food and Drink > Pub/wine bar/bar,,,,,,,,,,,,,,,"Assist other agencies, Assistance to other agencies",no,,yes,,1,0,0,0
14,July,2014,11:18:00,006485-14072014,366***,171***,S GLOS,LONGWELL GREEN,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Poor maintenance,no,,,,,
14,July,2014,10:46:21,006481-14072014,377***,166***,BANES,BATHAVON NORTH,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Railway trackside vegetation",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,13:04:06,006497-14072014,363***,177***,BRISTOL,FROME VALE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Education > Infant/primary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Other,no,,,,,
14,July,2014,13:08:05,006498-14072014,361***,174***,BRISTOL,EASTON,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Hazardous Materials incident, Class 2: Gases, No containment required",no,,no,,,,,
14,July,2014,13:42:49,006502-14072014,359***,169***,BRISTOL,HARTCLIFFE,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,14:25:36,006508-14072014,365***,174***,S GLOS,KINGS CHASE,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,14:47:01,006514-14072014,356***,186***,S GLOS,PILNING AND SEVERN BEACH,Person (land line),Special Service,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",,,,,,,,,,,,,,,"Animal assistance incidents, Lift heavy animal, Livestock e.g. Horse, Cow, Sheep, Goat, Pig, Poultry, Fish, Exotic (Llama/Ostrich), Deer, etc.",no,,no,,,,,
14,July,2014,15:06:41,006516-14072014,366***,161***,BANES,FARMBOROUGH,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Malicious False Alarm > By phone,no,,,,,
14,July,2014,16:15:08,006517-14072014,359***,174***,BRISTOL,ASHLEY,Person (land line),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
14,July,2014,17:36:17,006524-14072014,354***,177***,BRISTOL,AVONMOUTH,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Hedge",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,16:49:19,006518-14072014,358***,177***,BRISTOL,HENLEAZE,Person (land line),False Alarm,OtherResidential,Building > Other Residential > Other Residential Home,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,
14,July,2014,17:46:54,006526-14072014,363***,173***,BRISTOL,BRISLINGTON EAST,Person (land line),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Reported incident/Location not found,no,,,,,
14,July,2014,18:27:26,006527-14072014,359***,170***,BRISTOL,FILWOOD,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,18:42:38,006529-14072014,361***,170***,BRISTOL,KNOWLE,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Other Dwelling,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
14,July,2014,19:29:18,006532-14072014,336***,163***,N SOM,WESTON-SUPER-MARE NORTH WORLE,Police,False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,
14,July,2014,20:12:06,006534-14072014,360***,183***,S GLOS,PATCHWAY,Person (mobile),False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Other,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
14,July,2014,12:30:03,006491-14072014,354***,170***,N SOM,WRAXHALL AND LONG ASHTON,Person (land line),Fire,Dwelling,Building > Dwelling > House - single occupancy,yes,Deliberate – others property,no,yes,Yes - occupied,no,Person running call,Deliberate;  - others property: Heat source and combustibles brought together deliberately,"Naked flame -> Lighted paper or card, or other naked flame ",Not applicable,"Explosives, gas, chemicals -> Petrol/Oil products","Foam, rubber, plastic -> Plastic – raw material only",None,,,no,,no,yes,,,,
14,July,2014,19:54:32,006533-14072014,354***,162***,N SOM,WINFORD,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Hedge",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,21:16:52,006535-14072014,361***,170***,BRISTOL,STOCKWOOD,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,21:50:58,006536-14072014,366***,155***,BANES,MIDSOMER NORTON NORTH,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Fence,no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
14,July,2014,22:31:36,006539-14072014,353***,177***,BRISTOL,AVONMOUTH,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Flooding, Make safe",no,,no,,,,,
14,July,2014,22:38:51,006540-14072014,375***,165***,BANES,KINGSMEAD,Police,Special Service,Outdoor,Outdoor > Other outdoors (including land) > Human harm outdoors,,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,
14,July,2014,22:58:32,006541-14072014,368***,156***,BANES,RADSTOCK,Person (land line),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
14,July,2014,23:22:32,006542-14072014,367***,177***,S GLOS,SISTON,Person (mobile),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For child",no,,no,,,,,
15,July,2014,01:58:45,006544-15072014,362***,172***,BRISTOL,BRISLINGTON WEST,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Deliberate – unknown owner,no,,,,Person running call,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Not known,Not applicable,,,Used hosereel,,,no,,no,,,,,
